,totalOpenReq,totalFile,totalIOReq,predict
0,0.0003958259730055108,0.002274368231046932,4.9835468666245176e-05,4
1,0.003564118122892173,0.005740072202166066,9.515997825526168e-05,4
2,0.0035013754952561947,0.019025270758122742,0.0006227272714742876,4
3,0.1084462104084545,0.043321299638989175,0.0029730841233784077,2
4,0.09529468190961607,0.11093862815884477,0.003841776636303449,2
5,0.008001579935160336,0.008664259927797834,0.00026566301821885033,4
6,0.001288960961031775,0.001552346570397112,0.005803938711563657,4
7,0.00017054204156088498,0.002779783393501805,0.005767339438719046,4
8,0.0003958259730055108,0.002274368231046932,5.00830925203033e-05,4
9,0.003564118122892173,0.005740072202166066,0.00010628202702102331,4
10,0.1084462104084545,0.08014440433212996,0.002464352595586464,2
11,0.003564118122892173,0.005740072202166066,0.00010274521084136292,4
12,0.003580119598396652,0.006173285198555957,9.212775408009708e-05,4
13,0.0020241866513164802,0.04447653429602888,0.0005044261432350656,6
14,0.0008716593235334121,0.00010830324909747292,0.017307711328726383,4
15,0.003580119598396652,0.006173285198555957,9.730215820027396e-05,4
16,0.00133907084484843,0.001552346570397112,0.005804331172011598,4
17,0.0005634203743418866,0.0014801444043321301,0.0006471392457658669,4
18,0.0002282315716691349,0.005090252707581228,4.731718079195594e-05,4
19,0.017759953444128108,0.15700361010830327,0.3108645685478824,5
20,0.00017054204156088498,0.002779783393501805,0.005767339438719046,4
21,0.0007398576963517897,0.001552346570397112,0.00573068410009616,4
22,0.003564118122892173,0.005740072202166066,0.00010182479764797708,4
23,0.0007040649221970362,0.001552346570397112,0.005730403771204773,4
24,5.558407280502917e-05,0.0011191335740072202,2.706575446337209e-05,4
25,0.003564118122892173,0.005740072202166066,9.761986427717872e-05,4
26,0.1084462104084545,0.07978339350180506,0.002464352595586464,2
27,0.1084462104084545,0.04314079422382672,0.0029730841233784077,2
28,0.1084462104084545,0.04263537906137185,0.002370914303939135,2
29,0.003962891736122194,0.003176895306859206,0.00016608085170196572,4
30,0.00133907084484843,0.001552346570397112,0.005804331172011598,4
31,5.558407280502917e-05,0.0011191335740072202,2.706809053746697e-05,4
32,0.0007183820318589378,0.001552346570397112,0.005730515902761328,4
33,0.0,0.3472924187725632,0.0,0
34,0.1084462104084545,0.0800361010830325,0.0017284285177702845,2
35,0.0007255405866898884,0.001552346570397112,0.005730571968539605,4
36,0.003564118122892173,0.005740072202166066,0.00010232705357837798,4
37,0.0007326991415208393,0.00025270758122743686,0.005730628034317882,4
38,0.017759953444128108,0.15700361010830327,0.31520943275696456,5
39,0.003596542165361774,0.0036462093862815893,9.696576353061008e-05,4
40,0.1084462104084545,0.08126353790613719,0.0017272324478337015,2
41,0.0035767508667114986,0.005740072202166066,0.00010602505887058564,4
42,0.0004316187471602644,3.610108303249098e-05,0.001163488711181241,4
43,0.0007255405866898884,0.001552346570397112,0.005730571968539605,4
44,0.1084462104084545,0.08068592057761734,0.002464352595586464,2
45,0.0026356114521718,0.005234657039711192,0.0002033435695895238,4
46,0.001288960961031775,0.001552346570397112,0.005803938711563657,4
47,0.0006897478125351348,0.001552346570397112,0.005730291639648218,4
48,0.1084462104084545,0.08075812274368231,0.0017272324478337015,2
49,0.0008720804149940563,0.032779783393501814,0.006126847225477737,6
50,0.1084462104084545,0.07945848375451264,0.002467940805396212,2
51,0.003564118122892173,0.005740072202166066,9.32303810528842e-05,4
52,0.1084462104084545,0.0796028880866426,0.0017284285177702845,2
53,0.003564118122892173,0.005740072202166066,9.911261562381212e-05,4
54,0.00017054204156088498,0.002779783393501805,0.013029752281721829,4
55,0.0012658009306963462,0.0006859205776173287,0.010234845201708715,4
56,0.001288960961031775,0.001552346570397112,0.005803938711563657,4
57,0.1084462104084545,0.07996389891696751,0.0017272324478337015,2
58,0.0026356114521718,0.005234657039711192,0.00020353512766530465,4
59,0.1084462104084545,0.043104693140794216,0.002370914303939135,2
60,0.0013319122900174794,0.001552346570397112,0.00580427510623332,4
61,0.0027703607195779315,0.009025270758122744,0.0005756436980918204,4
62,0.1084462104084545,0.08007220216606499,0.0017284285177702845,2
63,0.003564118122892173,0.005740072202166066,0.00010797568073981708,4
64,0.00133907084484843,0.001552346570397112,0.005804331172011598,4
65,0.0013175951803555779,0.001552346570397112,0.0058041629746767645,4
66,0.003571276677723124,0.0035740072202166072,0.000104287019743989,4
67,0.011085232701457523,0.11249097472924187,0.9601215635958772,3
68,0.00017054204156088498,0.002779783393501805,0.013029752281721829,4
69,0.0013175951803555779,0.001552346570397112,0.0058041629746767645,4
70,0.0003958259730055108,0.002274368231046932,4.984481296262473e-05,4
71,0.1084462104084545,0.04267148014440433,0.0029730841233784077,2
72,0.003564118122892173,0.005740072202166066,9.597994026256736e-05,4
73,0.00017054204156088498,0.002779783393501805,0.005767339438719046,4
74,0.0039826830347724695,0.007906137184115524,0.0001996338839268417,4
75,0.0005743687523186348,0.02169675090252708,0.002014434069207419,6
76,0.003564118122892173,0.005740072202166066,0.00010161221490534226,4
77,0.0013175951803555779,0.001552346570397112,0.0058041629746767645,4
78,0.003962891736122194,0.00776173285198556,0.00024329043661210816,4
79,0.1084462104084545,0.08039711191335741,0.0017284285177702845,2
80,0.003596542165361774,0.0036462093862815893,0.00012992076078719475,4
81,0.00017054204156088498,0.002779783393501805,0.013029752281721829,4
82,0.1084462104084545,0.08007220216606499,0.003571913356861992,2
83,0.0013175951803555779,0.001552346570397112,0.0058041629746767645,4
84,0.003564118122892173,0.005740072202166066,9.744232264596724e-05,4
85,0.1084462104084545,0.04277978339350181,0.0029730841233784077,2
86,0.0027703607195779315,0.009025270758122744,0.0005881463666476607,4
87,0.1084462104084545,0.08072202166064983,0.0017284285177702845,2
88,0.1084462104084545,0.08014440433212996,0.0017272324478337015,2
89,0.0,0.0003610108303249098,0.0,4
90,0.0008716593235334121,0.03274368231046931,0.01761390523249154,6
91,0.0030305952422560226,0.0003610108303249098,0.00022958001774921064,4
92,0.0020241866513164802,0.04447653429602888,0.0005044261432350656,6
93,0.0035695923118805478,0.005740072202166066,0.00010153746053430584,4
94,0.0003958259730055108,0.002274368231046932,4.984481296262473e-05,4
95,0.0007293304098356857,0.001552346570397112,0.008506437708605284,4
96,0.0020241866513164802,0.04444043321299639,0.0005044261432350656,6
97,0.1084462104084545,0.07971119133574008,0.002460764385776716,2
98,0.0020241866513164802,0.04447653429602888,0.0005044261432350656,6
99,0.1084462104084545,0.07989169675090252,0.0017272324478337015,2
100,0.0013175951803555779,0.00025270758122743686,0.0058041629746767645,4
101,0.003596542165361774,0.0036462093862815893,0.00010330586862413604,4
102,0.00017054204156088498,0.002779783393501805,0.005767339438719046,4
103,0.00017054204156088498,0.002779783393501805,0.013029752281721829,4
104,0.0013104366255246274,0.001552346570397112,0.0058041069088984884,4
105,0.1084462104084545,0.08036101083032493,0.0017284285177702845,2
106,0.0008716593235334121,0.03274368231046931,0.005098227080016663,6
107,0.0003958259730055108,0.002274368231046932,4.985415725900428e-05,4
108,0.0,0.3472924187725632,0.0,0
109,0.0013319122900174794,0.001552346570397112,0.00580427510623332,4
110,0.1084462104084545,0.08054151624548737,0.002464352595586464,2
111,0.0039826830347724695,0.007906137184115524,0.00020382480085307075,4
112,0.00017054204156088498,0.002779783393501805,0.013029752281721829,4
113,0.0007221718550047353,0.001552346570397112,0.008506381642827006,4
114,0.003564118122892173,0.005740072202166066,8.694634173763555e-05,4
115,0.0007293304098356857,0.001552346570397112,0.008506437708605284,4
116,0.005084258295817593,0.0006137184115523465,0.007203887178703553,4
117,0.0431252397589504,7.220216606498194e-05,0.39921182121518495,5
118,0.00038698305233198345,0.002346570397111913,5.382781929440873e-05,4
119,0.008640375680957527,7.220216606498194e-05,0.00032510442356327484,4
120,0.0035767508667114986,0.005740072202166066,9.441243454489752e-05,4
121,0.003564118122892173,0.0021660649819494585,9.837441620982751e-05,4
122,0.1084462104084545,0.04335740072202166,0.002370914303939135,2
123,0.0020241866513164802,0.04447653429602888,0.0005044261432350656,6
124,0.00042024927772287213,0.013104693140794224,0.13721678973642296,1
125,0.0002290737545904233,0.005126353790613719,8.02768501967304e-05,4
126,0.0007255405866898884,0.001552346570397112,0.005730571968539605,4
127,0.013275750479728446,0.0007581227436823107,0.0457064039738265,4
128,0.001346229399679381,0.001552346570397112,0.005804387237789875,4
129,0.0020241866513164802,0.04444043321299639,0.0005044261432350656,6
130,0.005104470685928514,0.0,0.006861804168618632,4
131,0.0013247537351865288,0.001552346570397112,0.005804219040455043,4
132,0.003564118122892173,0.005740072202166066,0.00011391164501492744,4
133,0.003564118122892173,0.005740072202166066,0.00010603907531515496,4
134,0.0007255405866898884,0.001552346570397112,0.005730571968539605,4
135,0.0004316187471602644,3.610108303249098e-05,0.001163488711181241,4
136,0.0003958259730055108,0.002274368231046932,4.983780474034006e-05,4
137,0.1084462104084545,0.08025270758122745,0.002460764385776716,2
138,0.1084462104084545,0.07931407942238268,0.003571913356861992,2
139,0.008001579935160336,0.008664259927797834,0.00026566301821885033,4
140,0.0006897478125351348,0.001552346570397112,0.005730291639648218,4
141,0.1084462104084545,0.07945848375451264,0.0024595683158401328,2
142,0.1084462104084545,0.07981949458483754,0.002467940805396212,2
143,0.00017054204156088498,0.002779783393501805,0.005767339438719046,4
144,0.00133907084484843,0.001552346570397112,0.005804331172011598,4
145,0.0007255405866898884,0.001552346570397112,0.005730571968539605,4
146,0.1084462104084545,0.08025270758122745,0.002460764385776716,2
147,0.1084462104084545,0.07989169675090252,0.003571913356861992,2
148,0.1084462104084545,0.08039711191335741,0.0024595683158401328,2
149,0.012199019614861329,0.0007942238267148015,0.041870364735500085,4
150,0.0035767508667114986,0.0021660649819494585,0.00010056331763673756,4
151,0.003962891736122194,0.00776173285198556,0.0001880773253794309,4
152,0.1084462104084545,0.08043321299638989,0.002460764385776716,2
153,0.003564118122892173,0.005740072202166066,9.85145806555208e-05,4
154,0.003564118122892173,0.005740072202166066,0.00010459304545041933,4
155,0.1084462104084545,0.08,0.0017272324478337015,2
156,0.003596542165361774,0.0036462093862815893,9.769695472231002e-05,4
157,0.1084462104084545,0.08068592057761734,0.003571913356861992,2
158,0.00017054204156088498,0.002779783393501805,0.013029752281721829,4
159,0.003564118122892173,0.005740072202166066,9.070975710450008e-05,4
160,0.0035767508667114986,0.005740072202166066,0.00010472620167382792,4
161,0.0007255405866898884,0.00025270758122743686,0.005730571968539605,4
162,0.0035767508667114986,0.005740072202166066,9.878089310233804e-05,4
163,0.0020241866513164802,0.00010830324909747292,0.0005044261432350656,4
164,0.003564118122892173,0.005740072202166066,0.00010228967639285977,4
165,0.1084462104084545,0.08010830324909747,0.0017284285177702845,2
166,0.003564118122892173,0.005740072202166066,9.766892183317136e-05,4
167,0.0027703607195779315,0.009025270758122744,0.0005880505876097704,4
168,0.0007326991415208393,0.001552346570397112,0.005730628034317882,4
169,0.0020241866513164802,0.04447653429602888,0.0005044261432350656,6
170,0.1084462104084545,0.08007220216606499,0.003571913356861992,2
171,0.00017054204156088498,0.002779783393501805,0.005767339438719046,4
172,0.0012961195158627259,0.001552346570397112,0.005803994777341935,4
173,0.0006863790808499815,0.001552346570397112,0.00850610131393562,4
174,0.1084462104084545,0.08064981949458484,0.002467940805396212,2
175,0.0035695923118805478,0.005740072202166066,9.65522784158149e-05,4
176,0.003564118122892173,0.005740072202166066,9.10928732560617e-05,4
177,0.1084462104084545,0.07992779783393503,0.0035802858464180705,2
178,0.1084462104084545,0.08010830324909747,0.0017272324478337015,2
179,0.007014541551410424,0.0006859205776173287,0.0157595132634508,4
180,0.1084462104084545,0.07971119133574008,0.0017272324478337015,2
181,0.0013319122900174794,0.001552346570397112,0.00580427510623332,4
182,0.003564118122892173,0.005740072202166066,9.486796899340068e-05,4
183,0.1084462104084545,0.08054151624548737,0.0017272324478337015,2
184,0.0007255405866898884,0.001552346570397112,0.005730571968539605,4
185,0.0,0.12205776173285199,0.0,6
186,0.003564118122892173,0.005740072202166066,0.00011135831602921492,4
187,0.0013319122900174794,0.001552346570397112,0.00580427510623332,4
188,0.1084462104084545,0.08018050541516246,0.0035802858464180705,2
189,0.1084462104084545,0.04314079422382672,0.002370914303939135,2
190,0.0004316187471602644,3.610108303249098e-05,0.001163488711181241,4
191,0.010619926637445726,0.11249097472924187,0.9563551417016526,3
192,0.0,0.0004332129963898917,0.0,4
193,0.00017054204156088498,0.002779783393501805,0.005767339438719046,4
194,0.1084462104084545,0.08129963898916967,0.002467940805396212,2
195,0.0007326991415208393,0.00025270758122743686,0.005730628034317882,4
196,0.0007326991415208393,0.001552346570397112,0.005730628034317882,4
197,0.00017054204156088498,0.002779783393501805,0.013029752281721829,4
198,0.003564118122892173,0.005740072202166066,9.56014962591955e-05,4
199,0.0007326991415208393,0.001552346570397112,0.005730628034317882,4
200,0.1084462104084545,0.08028880866425993,0.0017284285177702845,2
201,0.00017054204156088498,0.002779783393501805,0.005767339438719046,4
202,0.0039052022060139437,0.03454873646209387,0.004455647850884018,6
203,0.0,0.0002888086642599278,0.0,4
204,0.0,0.3263898916967509,0.0,0
205,5.347861550180837e-05,3.610108303249098e-05,3.1055769017440744e-05,4
206,0.003564118122892173,0.005740072202166066,9.815248917081315e-05,4
207,0.003564118122892173,0.005740072202166066,9.347566883284743e-05,4
208,0.1084462104084545,0.08018050541516246,0.002467940805396212,2
209,0.003962891736122194,0.00776173285198556,0.0001902615546581512,4
210,0.1084462104084545,0.08090252707581227,0.0017284285177702845,2
211,0.1084462104084545,0.07913357400722022,0.0024595683158401328,2
212,0.0,0.3263898916967509,0.0,0
213,0.003564118122892173,0.005740072202166066,9.487731328978023e-05,4
214,0.0,0.12205776173285199,0.0,6
